Time,QueueLength,QueueStatus
303.0,1,"[(14, 'Emergence_Patient', 717)]"
304.0,1,"[(14, 'Emergence_Patient', 717)]"
305.0,1,"[(14, 'Emergence_Patient', 717)]"
306.0,1,"[(14, 'Emergence_Patient', 717)]"
307.0,1,"[(14, 'Emergence_Patient', 717)]"
308.0,1,"[(14, 'Emergence_Patient', 717)]"
309.0,1,"[(14, 'Emergence_Patient', 717)]"
310.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
310.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
311.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
312.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
313.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
314.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
315.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
316.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
317.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
318.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
319.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (32, 'Emergence_Patient', 509)]"
319.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (32, 'Emergence_Patient', 509)]"
320.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (32, 'Emergence_Patient', 509)]"
321.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (32, 'Emergence_Patient', 509)]"
322.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (32, 'Emergence_Patient', 509)]"
323.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (32, 'Emergence_Patient', 509)]"
324.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (32, 'Emergence_Patient', 509)]"
325.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (32, 'Emergence_Patient', 509)]"
326.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (32, 'Emergence_Patient', 509)]"
326.2,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
327.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
328.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
329.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
330.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (33, 'Emergence_Patient', 514)]"
330.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (33, 'Emergence_Patient', 514)]"
330.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
330.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
331.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
332.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
333.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
333.4,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
334.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
335.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
336.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
337.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
338.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
339.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
340.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (34, 'Naive_Patient', inf)]"
340.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (34, 'Naive_Patient', inf)]"
341.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (34, 'Naive_Patient', inf)]"
342.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (34, 'Naive_Patient', inf)]"
343.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (34, 'Naive_Patient', inf)]"
344.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (34, 'Naive_Patient', inf)]"
345.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (34, 'Naive_Patient', inf)]"
346.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (34, 'Naive_Patient', inf)]"
347.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (34, 'Naive_Patient', inf)]"
347.2,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
348.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
349.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
350.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (35, 'Emergence_Patient', 790)]"
350.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (35, 'Emergence_Patient', 790)]"
350.4,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
350.79999999999995,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
351.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
352.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
353.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
354.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
355.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
356.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
357.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
358.0,3,"[(36, 'Emergence_Patient', 358), (14, 'Emergence_Patient', 717), (31, 'Emergence_Patient', 441)]"
358.0,3,"[(36, 'Emergence_Patient', 358), (14, 'Emergence_Patient', 717), (31, 'Emergence_Patient', 441)]"
359.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
360.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
361.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
362.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
362.4,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
363.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
364.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
365.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
366.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
367.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
368.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
369.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
370.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
371.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
372.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
373.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
374.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
375.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
376.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
377.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
377.8,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
378.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
379.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
380.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
381.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
382.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
383.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
384.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
385.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
386.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (38, 'Emergence_Patient', 540)]"
386.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (38, 'Emergence_Patient', 540)]"
387.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (38, 'Emergence_Patient', 540)]"
388.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (38, 'Emergence_Patient', 540)]"
389.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (38, 'Emergence_Patient', 540)]"
390.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
390.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
391.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
392.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
393.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
394.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
394.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
395.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
396.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
397.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
398.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
399.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
400.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (39, 'Emergence_Patient', 449)]"
400.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (39, 'Emergence_Patient', 449)]"
401.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (39, 'Emergence_Patient', 449)]"
402.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (39, 'Emergence_Patient', 449)]"
403.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
403.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
404.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
405.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
406.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
406.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
407.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
408.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
409.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
410.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
411.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
412.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
413.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
414.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
415.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (40, 'Emergence_Patient', 656)]"
415.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (40, 'Emergence_Patient', 656)]"
415.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
415.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
416.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
417.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
418.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
419.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
420.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
421.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
422.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
423.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (41, 'Naive_Patient', inf)]"
423.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (41, 'Naive_Patient', inf)]"
424.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (41, 'Naive_Patient', inf)]"
425.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (41, 'Naive_Patient', inf)]"
426.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (41, 'Naive_Patient', inf)]"
427.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (41, 'Naive_Patient', inf)]"
428.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
428.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
429.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (42, 'Emergence_Patient', 467)]"
429.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (42, 'Emergence_Patient', 467)]"
430.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (42, 'Emergence_Patient', 467)]"
431.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (42, 'Emergence_Patient', 467)]"
432.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (42, 'Emergence_Patient', 467)]"
433.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (42, 'Emergence_Patient', 467)]"
434.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (42, 'Emergence_Patient', 467)]"
435.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (42, 'Emergence_Patient', 467)]"
436.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (42, 'Emergence_Patient', 467)]"
436.6,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
437.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
438.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
439.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (43, 'Emergence_Patient', 465)]"
439.0,3,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717), (43, 'Emergence_Patient', 465)]"
439.8,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
440.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
440.6,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
441.0,2,"[(31, 'Emergence_Patient', 441), (14, 'Emergence_Patient', 717)]"
442.0,1,"[(14, 'Emergence_Patient', 717)]"
443.0,1,"[(14, 'Emergence_Patient', 717)]"
444.0,1,"[(14, 'Emergence_Patient', 717)]"
444.20000000000005,1,"[(14, 'Emergence_Patient', 717)]"
445.0,1,"[(14, 'Emergence_Patient', 717)]"
446.0,1,"[(14, 'Emergence_Patient', 717)]"
447.0,1,"[(14, 'Emergence_Patient', 717)]"
448.0,1,"[(14, 'Emergence_Patient', 717)]"
449.0,1,"[(14, 'Emergence_Patient', 717)]"
450.0,1,"[(14, 'Emergence_Patient', 717)]"
451.0,2,"[(44, 'Emergence_Patient', 472), (14, 'Emergence_Patient', 717)]"
451.0,2,"[(44, 'Emergence_Patient', 472), (14, 'Emergence_Patient', 717)]"
452.0,2,"[(44, 'Emergence_Patient', 472), (14, 'Emergence_Patient', 717)]"
453.0,2,"[(44, 'Emergence_Patient', 472), (14, 'Emergence_Patient', 717)]"
454.0,2,"[(44, 'Emergence_Patient', 472), (14, 'Emergence_Patient', 717)]"
455.0,2,"[(44, 'Emergence_Patient', 472), (14, 'Emergence_Patient', 717)]"
456.0,2,"[(44, 'Emergence_Patient', 472), (14, 'Emergence_Patient', 717)]"
457.0,2,"[(44, 'Emergence_Patient', 472), (14, 'Emergence_Patient', 717)]"
458.0,2,"[(44, 'Emergence_Patient', 472), (14, 'Emergence_Patient', 717)]"
458.4,1,"[(14, 'Emergence_Patient', 717)]"
459.0,1,"[(14, 'Emergence_Patient', 717)]"
460.0,1,"[(14, 'Emergence_Patient', 717)]"
461.0,2,"[(14, 'Emergence_Patient', 717), (45, 'Emergence_Patient', 1257)]"
461.0,2,"[(14, 'Emergence_Patient', 717), (45, 'Emergence_Patient', 1257)]"
461.4,1,"[(14, 'Emergence_Patient', 717)]"
461.79999999999995,1,"[(14, 'Emergence_Patient', 717)]"
462.0,1,"[(14, 'Emergence_Patient', 717)]"
463.0,1,"[(14, 'Emergence_Patient', 717)]"
464.0,1,"[(14, 'Emergence_Patient', 717)]"
465.0,1,"[(14, 'Emergence_Patient', 717)]"
465.79999999999995,1,"[(14, 'Emergence_Patient', 717)]"
466.0,1,"[(14, 'Emergence_Patient', 717)]"
467.0,1,"[(14, 'Emergence_Patient', 717)]"
468.0,1,"[(14, 'Emergence_Patient', 717)]"
469.0,1,"[(14, 'Emergence_Patient', 717)]"
470.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
470.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
471.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
472.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
473.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
474.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
475.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
476.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
477.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
478.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
479.0,2,"[(14, 'Emergence_Patient', 717), (46, 'Naive_Patient', inf)]"
479.2,1,"[(14, 'Emergence_Patient', 717)]"
480.0,1,"[(14, 'Emergence_Patient', 717)]"
481.0,1,"[(14, 'Emergence_Patient', 717)]"
482.0,1,"[(14, 'Emergence_Patient', 717)]"
483.0,1,"[(14, 'Emergence_Patient', 717)]"
484.0,1,"[(14, 'Emergence_Patient', 717)]"
485.0,1,"[(14, 'Emergence_Patient', 717)]"
485.2,1,"[(14, 'Emergence_Patient', 717)]"
486.0,1,"[(14, 'Emergence_Patient', 717)]"
487.0,2,"[(14, 'Emergence_Patient', 717), (48, 'Naive_Patient', inf)]"
487.0,2,"[(14, 'Emergence_Patient', 717), (48, 'Naive_Patient', inf)]"
488.0,2,"[(14, 'Emergence_Patient', 717), (48, 'Naive_Patient', inf)]"
489.0,2,"[(14, 'Emergence_Patient', 717), (48, 'Naive_Patient', inf)]"
490.0,2,"[(14, 'Emergence_Patient', 717), (48, 'Naive_Patient', inf)]"
491.0,2,"[(14, 'Emergence_Patient', 717), (48, 'Naive_Patient', inf)]"
492.0,2,"[(14, 'Emergence_Patient', 717), (48, 'Naive_Patient', inf)]"
493.0,2,"[(14, 'Emergence_Patient', 717), (48, 'Naive_Patient', inf)]"
494.0,2,"[(14, 'Emergence_Patient', 717), (48, 'Naive_Patient', inf)]"
494.6,1,"[(14, 'Emergence_Patient', 717)]"
495.0,1,"[(14, 'Emergence_Patient', 717)]"
496.0,1,"[(14, 'Emergence_Patient', 717)]"
497.0,1,"[(14, 'Emergence_Patient', 717)]"
498.0,1,"[(14, 'Emergence_Patient', 717)]"
499.0,1,"[(14, 'Emergence_Patient', 717)]"
500.0,2,"[(14, 'Emergence_Patient', 717), (49, 'Emergence_Patient', 781)]"
500.0,2,"[(14, 'Emergence_Patient', 717), (49, 'Emergence_Patient', 781)]"
501.0,2,"[(14, 'Emergence_Patient', 717), (49, 'Emergence_Patient', 781)]"
502.0,2,"[(14, 'Emergence_Patient', 717), (49, 'Emergence_Patient', 781)]"
503.0,2,"[(14, 'Emergence_Patient', 717), (49, 'Emergence_Patient', 781)]"
504.0,2,"[(14, 'Emergence_Patient', 717), (49, 'Emergence_Patient', 781)]"
505.0,2,"[(14, 'Emergence_Patient', 717), (49, 'Emergence_Patient', 781)]"
506.0,2,"[(14, 'Emergence_Patient', 717), (49, 'Emergence_Patient', 781)]"
507.0,1,"[(14, 'Emergence_Patient', 717)]"
507.0,1,"[(14, 'Emergence_Patient', 717)]"
508.0,1,"[(14, 'Emergence_Patient', 717)]"
509.0,1,"[(14, 'Emergence_Patient', 717)]"
510.0,1,"[(14, 'Emergence_Patient', 717)]"
511.0,1,"[(14, 'Emergence_Patient', 717)]"
512.0,2,"[(14, 'Emergence_Patient', 717), (50, 'Naive_Patient', inf)]"
512.0,2,"[(14, 'Emergence_Patient', 717), (50, 'Naive_Patient', inf)]"
513.0,2,"[(14, 'Emergence_Patient', 717), (50, 'Naive_Patient', inf)]"
514.0,2,"[(14, 'Emergence_Patient', 717), (50, 'Naive_Patient', inf)]"
514.0,2,"[(14, 'Emergence_Patient', 717), (50, 'Naive_Patient', inf)]"
515.0,2,"[(14, 'Emergence_Patient', 717), (50, 'Naive_Patient', inf)]"
516.0,2,"[(14, 'Emergence_Patient', 717), (50, 'Naive_Patient', inf)]"
516.4,1,"[(14, 'Emergence_Patient', 717)]"
517.0,1,"[(14, 'Emergence_Patient', 717)]"
518.0,1,"[(14, 'Emergence_Patient', 717)]"
519.0,1,"[(14, 'Emergence_Patient', 717)]"
520.0,1,"[(14, 'Emergence_Patient', 717)]"
521.0,1,"[(14, 'Emergence_Patient', 717)]"
522.0,1,"[(14, 'Emergence_Patient', 717)]"
523.0,1,"[(14, 'Emergence_Patient', 717)]"
524.0,1,"[(14, 'Emergence_Patient', 717)]"
525.0,1,"[(14, 'Emergence_Patient', 717)]"
526.0,2,"[(14, 'Emergence_Patient', 717), (51, 'Emergence_Patient', 934)]"
526.0,2,"[(14, 'Emergence_Patient', 717), (51, 'Emergence_Patient', 934)]"
527.0,2,"[(14, 'Emergence_Patient', 717), (51, 'Emergence_Patient', 934)]"
527.8,1,"[(14, 'Emergence_Patient', 717)]"
528.0,1,"[(14, 'Emergence_Patient', 717)]"
529.0,1,"[(14, 'Emergence_Patient', 717)]"
529.5999999999999,1,"[(14, 'Emergence_Patient', 717)]"
530.0,1,"[(14, 'Emergence_Patient', 717)]"
531.0,1,"[(14, 'Emergence_Patient', 717)]"
532.0,1,"[(14, 'Emergence_Patient', 717)]"
533.0,1,"[(14, 'Emergence_Patient', 717)]"
534.0,1,"[(14, 'Emergence_Patient', 717)]"
535.0,1,"[(14, 'Emergence_Patient', 717)]"
536.0,1,"[(14, 'Emergence_Patient', 717)]"
537.0,1,"[(14, 'Emergence_Patient', 717)]"
538.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
538.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
539.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
540.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
541.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
542.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
543.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
544.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
545.0,3,"[(53, 'Emergence_Patient', 572), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
545.0,3,"[(53, 'Emergence_Patient', 572), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
546.0,3,"[(53, 'Emergence_Patient', 572), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
547.0,3,"[(53, 'Emergence_Patient', 572), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
548.0,3,"[(53, 'Emergence_Patient', 572), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
548.2,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
549.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
550.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
551.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
551.4000000000001,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
552.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
553.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
554.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
555.0,3,"[(54, 'Emergence_Patient', 674), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
555.0,3,"[(54, 'Emergence_Patient', 674), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
556.0,3,"[(54, 'Emergence_Patient', 674), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
557.0,3,"[(54, 'Emergence_Patient', 674), (52, 'Emergence_Patient', 873), (14, 'Emergence_Patient', 717)]"
557.2,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
558.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
559.0,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
559.4000000000001,2,"[(14, 'Emergence_Patient', 717), (52, 'Emergence_Patient', 873)]"
